timestamp_s,ch1_uV,ch2_uV,ch3_uV,ch4_uV,ch5_uV,ch6_uV,ch7_uV,ch8_uV,ch9_uV,ch10_uV,ch11_uV,ch12_uV,ch13_uV,ch14_uV,ch15_uV,ch16_uV
1789.796164873,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,-120329.0703,-120019.1484,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0
1789.800136684,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,-120768.5547,-119851.0156,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0
1789.804136531,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,-120612.2266,-120454.8281,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0
1789.808129453,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,-120301.25,-120500.9609,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0
1789.812123226,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,-120720.3672,-120684.6641,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0
1789.816113778,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,-120855.4609,-120945.6719,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0
1789.820110199,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,-121220.4375,-121190.3516,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0
1789.824105343,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,-120629.4844,-120669.8281,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0
1789.828103598,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,-120453.6406,-120596.4688,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0
1789.832097631,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,-120825.4375,-118892.6641,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0
1789.836093645,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,-120491.3047,-118620.9531,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0
1789.840087696,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,-120609.0312,-120697.6094,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0
1789.844083118,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,-120739.7188,-120787.7578,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0
1789.848082132,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,-120685.9609,-120672.2812,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0
1789.852086091,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,-120744.7031,-120490.4766,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0
1789.856074439,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,-121829.2812,-120562.4453,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0
1789.860070823,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,-121982.2969,-120583.1719,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0
1789.864070263,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,-121402.875,-120693.6562,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0
1789.868065592,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,-120788.625,-120602.6562,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0
1789.872058292,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,-120723.5859,-120588.4922,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0
1789.876053565,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,-120579.2578,-120592.6875,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0
1789.88005082,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,-120649.6016,-120878.9922,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0
1789.884071223,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,-120526.8203,-120834.2422,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0
1789.888056552,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,-119685.6797,-120854.7656,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0
1789.892047233,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,-120611.7109,-120863.9766,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0
1789.896044377,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,-120633.3047,-120437.7266,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0
1789.900040836,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,-120536.7891,-120610.5938,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0
1789.904035776,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,-120731.5156,-120673.5781,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0
1789.908032716,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,-120781.4766,-119954.5938,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0
1789.912027934,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,-120835.7188,-120371.2734,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0
1789.916020485,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,-120669.6953,-120689.7656,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0
1789.920016944,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,-120673.5391,-120633.2578,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0
1789.924013125,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,-120828.1641,-119866.1953,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0
1789.92799512,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,-120790.4141,-119943.75,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0
1789.931997801,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,-120971.7969,-120556.5703,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0
1789.935994149,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,-120842.1797,-120635.9375,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0
1789.939989626,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,-120601.5156,-120944.0625,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0
1789.944027399,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,-120596.6484,-121258.6406,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0
1789.947987636,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,-121016.6562,-121015.5156,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0
1789.951980372,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,-120626.9297,-120538.7109,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0
1789.955966664,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,-120919.8516,-120575.6562,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0
1789.959980808,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,-120833.5547,-118497.7969,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0
1789.9639661,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,-120474.1406,-118731.1719,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0
1789.967958059,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,-120771.9531,-121127.1016,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0
1789.971959203,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,-120894.1484,-120675.7031,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0
1789.975952013,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,-120681.625,-120787.0156,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0
1789.979942065,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,-120582.8984,-120783.0625,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0
1789.983945801,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,-120756.9766,-120922.4688,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0
1789.987940241,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,-120983.9609,-120714.9766,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0
1789.991933774,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,-120983.6484,-120945.8672,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0
1789.995932362,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,-120914.7812,-120742.3594,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0
1789.999943913,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,-121027.2109,-120777.9609,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0
1790.003915928,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,-121317.6016,-120876.1094,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0
1790.007939442,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,-121264.0703,-121036.2812,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0
1790.011908734,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,-120880.7344,-121110.1797,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0
1790.015901248,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,-120717.75,-120635.4688,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0
1790.019905725,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,-120863.6172,-121029.0859,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0
1790.023907239,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,-120893.9219,-120758.7422,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0
1790.027900791,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,-120964.8906,-120678.8359,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0
1790.031897823,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,-120806.8203,-120650.625,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0,187500.0
